trial_num,data_segment,violation,shape,container,obj_width,container_width,obj_height,container_height,rand_violation_choice
66,train,False,Inverted_Cone,box,0.4,0.9,0.8,0.5,N.A.
67,train,False,Torus,box,1.2,0.9,0.4,1.3,N.A.
68,train,False,Torus,mug,0.4,0.9,1.0,1.3,N.A.
69,train,False,Cube,box,1.0,1.5,0.6,1.3,N.A.
70,train,False,Cylinder,mug,0.6,1.1,1.0,0.7,N.A.
71,train,False,Inverted_Cone,box,0.4,1.1,0.6,0.7,N.A.
72,train,False,Side_Cylinder,mug,0.8,1.3,1.4,1.1,N.A.
73,train,False,Cylinder,mug,1.4,0.9,1.2,0.5,N.A.
74,train,False,Sphere,mug,1.2,1.5,0.6,1.1,N.A.
75,train,False,Torus,mug,1.4,0.7,1.4,1.1,N.A.
76,train,False,Cube,mug,0.4,0.9,1.2,1.3,N.A.
77,train,False,Cube,box,0.6,0.7,1.2,1.1,N.A.
78,train,False,Torus,box,0.6,0.9,1.4,0.9,N.A.
79,train,False,Cylinder,mug,0.6,0.7,0.4,0.5,N.A.
80,train,False,Torus,box,1.0,0.9,0.8,1.3,N.A.
81,train,False,Torus,box,1.0,1.3,0.8,1.1,N.A.
82,train,False,Cube,mug,0.4,0.9,1.2,1.1,N.A.
83,train,False,Torus,box,1.2,1.3,0.8,1.1,N.A.
84,train,False,Side_Cylinder,box,1.4,1.1,1.4,0.5,N.A.
85,train,False,Sphere,box,0.8,1.3,0.6,0.7,N.A.
86,train,False,Cone,mug,1.0,1.1,0.4,0.7,N.A.
87,train,False,Inverted_Cone,mug,1.2,1.1,1.2,1.3,N.A.
88,train,False,Cylinder,mug,1.0,0.9,1.0,0.9,N.A.
89,train,False,Cylinder,mug,0.4,1.3,1.2,0.7,N.A.
90,train,False,Cylinder,box,1.2,1.5,0.4,1.3,N.A.
91,train,False,Sphere,box,0.4,1.1,1.2,0.7,N.A.
92,train,False,Side_Cylinder,box,0.4,0.7,0.6,0.9,N.A.
93,train,False,Cone,mug,1.4,1.1,0.6,1.3,N.A.
94,train,False,Cylinder,mug,0.8,0.7,1.4,1.1,N.A.
95,train,False,Torus,box,1.2,0.7,1.0,1.1,N.A.
96,train,False,Side_Cylinder,box,1.0,0.9,1.4,1.3,N.A.
97,train,False,Cone,mug,1.0,0.7,1.2,1.3,N.A.
98,train,False,Torus,box,1.2,0.9,0.8,0.5,N.A.
99,train,False,Inverted_Cone,box,0.6,1.5,1.2,0.9,N.A.
100,train,False,Cube,box,0.6,1.5,0.8,0.5,N.A.
101,train,False,Sphere,box,1.0,0.9,0.4,1.1,N.A.
102,train,False,Cylinder,mug,0.6,0.7,1.2,0.9,N.A.
103,train,False,Sphere,box,1.4,1.3,0.8,1.3,N.A.
104,train,False,Cylinder,mug,0.8,0.7,1.4,1.3,N.A.
105,train,False,Cylinder,box,1.2,1.3,0.4,1.3,N.A.
106,train,False,Cube,mug,0.6,0.9,1.0,0.7,N.A.
107,train,False,Cube,box,0.4,1.1,1.2,1.3,N.A.
108,train,False,Inverted_Cone,mug,0.8,0.9,0.6,1.1,N.A.
109,train,False,Sphere,mug,1.4,1.1,1.4,1.3,N.A.
110,train,False,Inverted_Cone,mug,1.4,0.7,0.4,1.3,N.A.
111,train,False,Cone,mug,1.0,1.5,0.8,0.9,N.A.
112,train,False,Inverted_Cone,mug,0.6,1.3,1.0,0.5,N.A.
113,train,False,Sphere,mug,1.2,1.5,0.6,0.5,N.A.
114,train,False,Torus,box,0.4,1.1,0.4,0.7,N.A.
115,train,False,Cube,box,1.4,1.5,0.8,1.3,N.A.
116,train,False,Sphere,mug,0.8,1.1,1.2,1.1,N.A.
117,train,False,Inverted_Cone,box,0.6,1.5,1.4,1.1,N.A.
118,train,False,Cube,box,1.2,1.3,1.2,1.1,N.A.
119,train,False,Inverted_Cone,box,0.4,0.7,0.4,0.7,N.A.
120,train,False,Cylinder,mug,0.8,1.3,0.6,0.9,N.A.
121,train,False,Torus,mug,1.0,0.7,0.8,1.1,N.A.
122,train,False,Cube,box,0.8,0.7,0.4,0.7,N.A.
123,train,False,Sphere,mug,1.2,0.7,0.4,1.1,N.A.
124,train,False,Cylinder,mug,0.4,0.7,1.0,0.7,N.A.
125,train,False,Sphere,box,0.4,0.7,0.4,0.9,N.A.
126,train,False,Cube,mug,0.4,1.5,0.8,0.5,N.A.
127,train,False,Sphere,mug,1.4,1.3,1.0,0.5,N.A.
128,train,False,Torus,box,0.8,1.5,1.0,1.1,N.A.
129,train,False,Cylinder,mug,1.4,0.7,1.2,0.7,N.A.
130,train,False,Sphere,box,0.8,1.3,0.8,0.9,N.A.
131,train,False,Cone,box,0.8,1.1,1.4,0.5,N.A.
132,train,False,Torus,box,0.6,1.1,0.6,0.5,N.A.
133,train,False,Side_Cylinder,box,0.4,1.3,0.4,1.1,N.A.
134,train,False,Cone,mug,0.4,1.5,1.2,0.5,N.A.
135,train,False,Sphere,mug,0.4,1.1,0.8,1.1,N.A.
136,train,False,Torus,box,0.8,1.3,0.4,1.3,N.A.
137,train,False,Torus,mug,1.4,1.3,1.4,1.3,N.A.
138,train,False,Cone,mug,0.6,1.1,1.2,0.7,N.A.
139,train,False,Cylinder,box,0.4,1.5,0.8,0.7,N.A.
140,train,False,Inverted_Cone,mug,1.0,1.5,0.6,1.3,N.A.
141,train,False,Torus,mug,1.0,0.7,1.0,1.3,N.A.
142,train,False,Cylinder,box,1.4,0.7,1.4,0.5,N.A.
143,train,False,Cube,mug,0.6,1.1,1.0,1.1,N.A.
144,train,False,Cylinder,mug,0.6,0.9,1.0,0.7,N.A.
145,train,False,Torus,mug,0.4,1.1,1.0,1.1,N.A.
146,train,False,Side_Cylinder,mug,1.0,1.5,1.0,0.5,N.A.
147,train,False,Side_Cylinder,mug,1.0,1.3,0.8,1.3,N.A.
148,train,False,Inverted_Cone,box,1.4,1.5,0.6,0.5,N.A.
149,train,False,Cone,mug,1.2,1.3,0.8,0.5,N.A.
150,train,False,Cone,mug,1.4,1.3,0.4,1.1,N.A.
151,train,False,Side_Cylinder,box,0.6,0.7,1.0,0.9,N.A.
152,train,False,Cylinder,box,1.4,1.3,0.4,1.3,N.A.
153,train,False,Cone,box,0.6,0.9,1.4,1.3,N.A.
154,train,False,Sphere,box,0.6,0.7,0.6,1.3,N.A.
155,train,False,Cylinder,mug,1.2,1.3,0.4,1.1,N.A.
156,train,False,Inverted_Cone,box,1.2,0.7,0.4,1.3,N.A.
157,train,False,Cube,mug,1.0,0.7,1.2,1.1,N.A.
158,train,False,Sphere,box,0.4,0.7,1.0,1.1,N.A.
159,train,False,Cone,mug,1.0,0.7,1.0,1.1,N.A.
160,train,False,Side_Cylinder,mug,1.0,1.1,0.8,0.5,N.A.
161,train,False,Side_Cylinder,mug,1.2,0.9,0.4,1.1,N.A.
162,train,False,Sphere,mug,1.4,1.3,0.8,0.5,N.A.
163,train,False,Cone,mug,0.4,1.5,0.4,0.7,N.A.
164,train,False,Cylinder,box,1.0,1.1,1.0,1.1,N.A.
165,train,False,Inverted_Cone,mug,1.0,0.9,1.0,0.9,N.A.
166,train,False,Cone,mug,1.0,1.5,1.0,0.5,N.A.
167,train,False,Cube,mug,1.2,1.3,1.0,1.3,N.A.
168,train,False,Sphere,box,1.0,0.9,1.0,0.9,N.A.
169,train,False,Sphere,mug,0.6,1.3,1.2,1.1,N.A.
170,train,False,Cone,mug,0.4,1.3,0.4,1.3,N.A.
171,train,False,Sphere,mug,1.4,1.3,0.6,0.9,N.A.
172,train,False,Torus,box,1.2,1.1,0.8,0.7,N.A.
173,train,False,Cube,box,1.2,0.7,0.8,0.9,N.A.
174,train,False,Inverted_Cone,mug,0.8,1.5,1.0,0.7,N.A.
175,train,False,Cylinder,mug,1.2,1.5,1.2,0.7,N.A.
176,train,False,Cylinder,mug,0.4,1.5,0.6,1.1,N.A.
177,train,False,Torus,mug,1.2,0.7,0.4,1.1,N.A.
178,train,False,Inverted_Cone,box,1.4,1.1,0.4,0.9,N.A.
179,train,False,Sphere,mug,1.4,1.1,1.4,1.1,N.A.
180,train,False,Sphere,mug,0.4,1.3,0.6,0.7,N.A.
181,train,False,Torus,mug,1.4,1.5,1.4,0.9,N.A.
182,train,False,Side_Cylinder,box,1.0,1.1,1.2,0.7,N.A.
183,train,False,Side_Cylinder,mug,1.4,0.9,0.8,0.9,N.A.
184,train,False,Sphere,mug,0.6,0.9,0.8,1.3,N.A.
185,train,False,Cylinder,box,1.2,1.5,1.0,1.1,N.A.
186,train,False,Cube,box,0.4,0.7,0.8,0.7,N.A.
187,train,False,Cylinder,mug,1.0,0.9,1.4,0.9,N.A.
188,train,False,Inverted_Cone,mug,0.4,1.3,1.4,1.3,N.A.
189,train,False,Inverted_Cone,box,0.6,1.3,0.4,0.9,N.A.
190,train,False,Side_Cylinder,box,0.4,0.9,1.4,1.3,N.A.
191,train,False,Inverted_Cone,mug,0.4,0.9,0.4,0.5,N.A.
192,train,False,Cone,box,1.4,1.1,0.4,1.3,N.A.
193,train,False,Cube,box,1.0,1.3,0.6,0.7,N.A.
194,train,False,Torus,box,0.6,1.3,1.2,0.5,N.A.
195,train,False,Cube,box,0.4,0.9,0.8,1.1,N.A.
196,train,False,Side_Cylinder,box,1.2,1.3,1.2,0.9,N.A.
197,train,False,Cube,box,1.2,1.3,1.0,1.1,N.A.
198,train,False,Cone,mug,0.8,0.7,1.2,0.7,N.A.
199,train,False,Sphere,box,1.0,1.3,0.6,1.1,N.A.
200,train,False,Cube,mug,0.6,0.7,1.4,1.1,N.A.
201,train,False,Cone,box,1.2,1.1,0.6,1.3,N.A.
202,train,False,Cube,mug,1.0,0.9,1.0,0.9,N.A.
203,train,False,Inverted_Cone,box,0.6,1.3,1.4,0.5,N.A.
204,train,False,Cylinder,box,0.6,0.7,0.6,1.1,N.A.
205,train,False,Side_Cylinder,box,0.4,1.1,1.0,0.9,N.A.
206,train,False,Side_Cylinder,mug,0.4,1.5,0.4,0.5,N.A.
207,train,False,Cylinder,mug,1.2,0.9,1.2,0.9,N.A.
208,train,False,Cube,box,0.6,0.7,0.6,0.9,N.A.
209,train,False,Sphere,mug,1.2,1.1,1.4,1.1,N.A.
210,train,False,Sphere,box,1.2,0.7,0.4,0.9,N.A.
211,train,False,Sphere,box,1.4,1.1,1.0,0.5,N.A.
212,train,False,Side_Cylinder,mug,1.4,1.1,0.8,1.1,N.A.
213,train,False,Cylinder,mug,1.2,1.3,1.0,0.7,N.A.
214,train,False,Sphere,mug,0.6,1.1,1.0,0.5,N.A.
215,train,False,Side_Cylinder,mug,1.4,1.5,1.2,0.9,N.A.
216,train,False,Side_Cylinder,mug,1.4,1.5,1.2,1.1,N.A.
217,train,False,Side_Cylinder,mug,0.4,0.9,1.0,1.3,N.A.
218,train,False,Side_Cylinder,box,0.4,1.3,1.0,0.7,N.A.
219,train,False,Inverted_Cone,box,1.2,1.1,0.8,0.5,N.A.
220,train,False,Torus,box,0.8,1.5,1.2,0.7,N.A.
221,train,False,Cylinder,mug,0.6,1.3,0.8,1.3,N.A.
222,train,False,Cylinder,box,1.4,0.7,1.0,1.3,N.A.
223,train,False,Side_Cylinder,mug,1.4,1.1,1.0,1.3,N.A.
224,train,False,Inverted_Cone,box,1.2,0.9,0.4,1.3,N.A.
225,train,False,Sphere,box,1.4,1.3,0.8,0.7,N.A.
226,train,False,Cube,mug,1.4,1.1,0.4,0.7,N.A.
227,train,False,Cone,mug,0.6,1.1,0.4,1.1,N.A.
228,train,False,Cube,mug,0.4,1.1,0.4,1.3,N.A.
229,train,False,Inverted_Cone,box,1.2,1.3,1.0,1.3,N.A.
230,train,False,Inverted_Cone,mug,1.4,1.5,1.2,0.9,N.A.
231,train,False,Side_Cylinder,mug,1.2,1.1,0.4,0.9,N.A.
232,train,False,Cylinder,mug,1.4,1.5,0.8,0.7,N.A.
233,train,False,Torus,box,0.4,1.5,0.8,0.7,N.A.
234,train,False,Cube,mug,1.4,0.9,0.6,1.3,N.A.
235,train,False,Cone,box,1.0,0.9,0.6,1.1,N.A.
236,train,False,Inverted_Cone,box,0.8,1.5,0.4,0.7,N.A.
237,train,False,Side_Cylinder,mug,0.8,0.9,0.6,1.3,N.A.
238,train,False,Cube,box,0.8,1.3,0.8,0.7,N.A.
239,train,False,Sphere,mug,0.6,0.7,1.2,0.7,N.A.
240,train,False,Side_Cylinder,mug,1.4,1.5,0.6,1.1,N.A.
241,train,False,Cone,mug,1.0,1.1,1.4,1.1,N.A.
242,train,False,Inverted_Cone,box,0.8,1.3,0.6,1.3,N.A.
243,train,False,Sphere,box,0.6,0.9,0.8,1.3,N.A.
244,train,False,Inverted_Cone,mug,1.0,1.1,1.2,0.5,N.A.
245,train,False,Sphere,box,1.4,0.9,0.4,1.1,N.A.
246,train,False,Cone,mug,1.4,1.5,1.2,1.1,N.A.
247,train,False,Cone,box,0.4,0.7,1.4,1.1,N.A.
248,train,False,Cone,box,0.4,0.7,1.0,1.1,N.A.
249,train,False,Cone,box,0.6,1.5,0.6,0.9,N.A.
250,train,False,Sphere,mug,1.2,1.3,0.8,0.7,N.A.
251,train,False,Cube,mug,1.4,1.1,1.4,1.3,N.A.
252,train,False,Cone,box,0.8,0.9,0.8,0.9,N.A.
253,train,False,Side_Cylinder,mug,0.6,1.3,0.4,0.7,N.A.
254,train,False,Torus,mug,0.8,0.7,1.2,0.9,N.A.
255,train,False,Sphere,box,1.2,1.1,1.2,1.1,N.A.
256,train,False,Sphere,box,1.0,0.7,1.4,0.5,N.A.
257,train,False,Cone,box,1.4,0.9,0.6,0.9,N.A.
258,train,False,Side_Cylinder,mug,0.8,1.1,1.4,0.5,N.A.
259,train,False,Cube,box,1.2,1.1,0.6,1.1,N.A.
260,train,False,Torus,mug,1.0,1.1,0.8,1.1,N.A.
261,train,False,Cylinder,box,1.2,1.5,0.6,0.5,N.A.
262,train,False,Cylinder,box,1.0,0.9,0.4,0.9,N.A.
263,train,False,Side_Cylinder,mug,1.0,1.1,0.4,0.9,N.A.
264,train,False,Sphere,box,0.6,0.7,0.8,0.5,N.A.
265,train,False,Cube,mug,1.4,1.1,1.0,0.7,N.A.
266,train,False,Side_Cylinder,mug,0.4,1.1,0.6,0.9,N.A.
267,train,False,Side_Cylinder,box,1.0,0.9,1.4,0.9,N.A.
268,train,False,Side_Cylinder,box,0.8,0.9,0.8,0.9,N.A.
269,train,False,Side_Cylinder,box,0.6,1.5,1.4,0.5,N.A.
270,train,False,Sphere,box,1.2,1.5,0.6,0.5,N.A.
271,train,False,Cylinder,box,1.4,0.9,1.4,0.9,N.A.
272,train,False,Cone,mug,0.6,0.9,1.4,1.1,N.A.
273,train,False,Inverted_Cone,mug,0.6,1.1,1.0,1.1,N.A.
274,train,False,Cone,mug,0.4,0.7,1.0,0.9,N.A.
275,train,False,Cone,mug,0.4,0.7,1.4,0.9,N.A.
276,train,False,Sphere,mug,0.4,1.5,1.2,1.1,N.A.
277,train,False,Cone,mug,0.8,0.9,1.2,0.7,N.A.
278,train,False,Torus,mug,1.4,0.9,0.6,1.1,N.A.
279,train,False,Cone,mug,1.0,1.3,1.2,0.7,N.A.
280,train,False,Torus,box,1.4,1.5,0.4,0.7,N.A.
281,train,False,Cone,mug,0.8,1.5,1.2,1.1,N.A.
282,train,False,Side_Cylinder,mug,0.6,1.5,0.8,0.9,N.A.
283,train,False,Cone,mug,0.4,1.1,0.8,0.7,N.A.
284,train,False,Sphere,mug,0.8,1.3,1.4,0.7,N.A.
285,train,False,Side_Cylinder,box,0.4,1.5,0.4,0.5,N.A.
286,train,False,Cylinder,mug,1.4,1.5,1.0,1.3,N.A.
287,train,False,Inverted_Cone,mug,0.4,1.5,1.0,1.3,N.A.
288,train,False,Side_Cylinder,mug,0.6,1.1,0.8,1.1,N.A.
289,train,False,Cone,mug,0.4,0.9,1.0,0.7,N.A.
290,train,False,Inverted_Cone,box,0.4,1.1,0.4,0.7,N.A.
291,train,False,Cone,box,1.4,0.7,1.4,0.5,N.A.
292,train,False,Torus,mug,0.4,1.1,1.0,0.9,N.A.
293,train,False,Cylinder,mug,1.2,1.3,0.6,0.9,N.A.
294,train,False,Side_Cylinder,box,0.6,0.7,1.0,0.5,N.A.
295,train,False,Torus,mug,0.6,1.3,1.0,0.7,N.A.
296,train,False,Cone,mug,1.4,0.9,0.4,0.9,N.A.
297,train,False,Cone,mug,0.8,0.9,0.6,1.1,N.A.
298,train,False,Side_Cylinder,mug,1.0,1.3,1.4,0.5,N.A.
299,train,False,Cube,mug,1.2,0.9,1.2,1.3,N.A.
300,train,False,Inverted_Cone,mug,0.8,1.5,0.6,1.3,N.A.
301,train,False,Cone,mug,1.2,0.7,0.8,0.7,N.A.
302,train,False,Torus,mug,0.4,1.3,0.4,0.5,N.A.
303,train,False,Inverted_Cone,box,0.4,1.3,1.4,0.7,N.A.
304,train,False,Cube,box,1.2,0.7,1.0,0.7,N.A.
305,train,False,Sphere,box,1.2,1.5,0.8,1.1,N.A.
306,train,False,Sphere,box,0.6,0.9,0.6,0.5,N.A.
307,train,False,Side_Cylinder,mug,1.2,1.3,1.4,1.1,N.A.
308,train,False,Inverted_Cone,mug,1.4,1.5,0.4,0.7,N.A.
309,train,False,Torus,mug,0.6,0.9,1.4,1.3,N.A.
310,train,False,Sphere,box,0.8,0.7,0.6,0.7,N.A.
311,train,False,Side_Cylinder,mug,0.4,1.5,0.4,1.3,N.A.
312,train,False,Cube,box,0.8,0.9,1.0,0.5,N.A.
313,train,False,Inverted_Cone,box,0.4,0.9,0.6,1.1,N.A.
314,train,False,Cube,box,0.4,1.5,1.4,0.9,N.A.
315,train,False,Cube,box,1.0,0.9,0.8,1.3,N.A.
316,train,False,Cone,mug,0.6,0.9,0.8,1.3,N.A.
317,train,False,Cube,mug,1.2,1.3,0.8,1.1,N.A.
318,train,False,Sphere,box,1.4,1.5,1.4,0.9,N.A.
319,train,False,Cube,box,0.6,0.7,0.4,1.1,N.A.
320,train,False,Cylinder,mug,0.6,0.7,0.4,1.1,N.A.
321,train,False,Cone,box,0.6,1.1,0.6,0.5,N.A.
322,train,False,Side_Cylinder,mug,1.0,1.3,0.8,0.5,N.A.
323,train,False,Sphere,box,1.4,0.7,1.0,0.7,N.A.
324,train,False,Sphere,box,0.4,0.7,0.4,1.1,N.A.
325,train,False,Cube,mug,0.6,0.7,0.4,0.7,N.A.
326,train,False,Cone,mug,1.2,1.5,0.6,0.5,N.A.
327,train,False,Cylinder,box,1.0,1.3,0.8,1.1,N.A.
328,train,False,Torus,mug,1.2,1.1,0.4,1.3,N.A.
329,train,False,Cone,box,0.4,1.1,0.8,1.3,N.A.
330,train,False,Inverted_Cone,mug,1.2,1.5,0.6,1.3,N.A.
331,train,False,Cone,mug,0.4,0.9,0.4,0.9,N.A.
332,train,False,Sphere,mug,0.4,1.1,0.6,0.7,N.A.
333,train,False,Cylinder,mug,0.6,1.5,1.2,1.3,N.A.
334,train,False,Sphere,box,0.8,1.5,0.4,0.5,N.A.
335,train,False,Inverted_Cone,mug,0.8,1.5,1.4,0.5,N.A.
336,train,False,Cube,box,0.8,1.3,1.2,1.3,N.A.
337,train,False,Sphere,mug,0.4,1.3,1.4,0.9,N.A.
338,train,False,Cube,box,0.4,1.1,0.8,0.5,N.A.
339,train,False,Inverted_Cone,box,0.8,0.9,1.2,1.3,N.A.
340,train,False,Cylinder,box,0.6,1.5,0.4,0.5,N.A.
341,train,False,Sphere,box,0.8,0.9,1.4,1.1,N.A.
342,train,False,Side_Cylinder,box,0.4,0.9,0.8,0.5,N.A.
343,train,False,Torus,mug,1.4,0.9,0.6,0.5,N.A.
344,train,False,Inverted_Cone,mug,0.4,0.9,0.6,0.5,N.A.
345,train,False,Sphere,box,1.4,0.9,0.6,0.7,N.A.
346,train,False,Torus,box,1.0,0.9,0.6,0.9,N.A.
347,train,False,Cone,mug,0.8,1.5,0.4,1.3,N.A.
348,train,False,Cube,mug,1.2,0.9,1.4,1.3,N.A.
349,train,False,Torus,box,1.0,0.9,0.6,0.7,N.A.
350,train,False,Torus,mug,0.8,1.5,0.4,1.1,N.A.
351,train,False,Cylinder,box,1.0,1.1,1.4,0.7,N.A.
352,train,False,Torus,mug,1.2,1.5,1.4,1.1,N.A.
353,train,False,Cube,box,0.8,0.9,0.8,0.7,N.A.
354,train,False,Side_Cylinder,box,1.2,1.3,1.0,0.7,N.A.
355,train,False,Cube,mug,0.6,1.5,0.6,1.3,N.A.
356,train,False,Cube,mug,0.6,0.7,1.2,0.9,N.A.
357,train,False,Cone,mug,1.0,0.9,1.4,0.5,N.A.
358,train,False,Torus,mug,1.0,0.9,0.6,1.3,N.A.
359,train,False,Inverted_Cone,mug,1.4,1.5,1.0,0.7,N.A.
360,train,False,Cube,mug,0.6,1.1,1.2,1.3,N.A.
361,train,False,Side_Cylinder,box,0.4,1.1,1.2,0.5,N.A.
362,train,False,Torus,box,0.8,0.9,0.4,1.1,N.A.
363,train,False,Cylinder,box,1.0,1.5,0.8,0.9,N.A.
364,train,False,Inverted_Cone,box,1.0,1.1,0.4,1.1,N.A.
365,train,False,Sphere,mug,1.2,1.3,1.4,0.7,N.A.
366,train,False,Inverted_Cone,mug,1.2,0.7,1.4,0.5,N.A.
367,train,False,Cylinder,box,1.0,0.9,1.4,1.1,N.A.
368,train,False,Torus,box,1.2,0.9,0.8,0.7,N.A.
369,train,False,Inverted_Cone,mug,0.8,0.9,1.4,0.9,N.A.
370,train,False,Cylinder,mug,0.6,0.9,1.4,0.7,N.A.
371,train,False,Torus,mug,0.4,0.9,0.6,1.1,N.A.
372,train,False,Cone,mug,0.4,0.9,0.6,0.5,N.A.
373,train,False,Torus,mug,1.2,1.5,1.0,1.3,N.A.
374,train,False,Cone,mug,1.0,1.5,0.8,1.3,N.A.
375,train,False,Side_Cylinder,box,1.4,1.5,0.4,0.7,N.A.
376,train,False,Cone,box,1.4,1.5,1.4,0.5,N.A.
377,train,False,Torus,mug,0.6,1.5,0.4,1.3,N.A.
378,train,False,Cylinder,mug,0.8,1.1,0.6,0.9,N.A.
379,train,False,Cube,box,0.6,1.5,1.0,1.3,N.A.
380,train,False,Inverted_Cone,mug,1.0,0.9,1.4,1.3,N.A.
381,train,False,Cone,box,1.0,1.1,1.0,1.1,N.A.
382,train,False,Side_Cylinder,mug,1.0,1.1,1.2,0.5,N.A.
383,train,False,Torus,box,0.8,1.5,0.4,1.1,N.A.
384,train,False,Side_Cylinder,box,1.4,1.3,1.0,0.5,N.A.
385,train,False,Cube,mug,0.6,1.3,1.4,0.9,N.A.
386,train,False,Cylinder,mug,0.6,1.3,0.4,1.3,N.A.
387,train,False,Cone,mug,0.4,1.3,1.0,0.7,N.A.
388,train,False,Cone,box,1.4,0.9,0.8,0.7,N.A.
389,train,False,Inverted_Cone,mug,0.8,1.3,1.0,1.1,N.A.
390,train,False,Cone,mug,1.0,1.3,0.6,0.5,N.A.
391,train,False,Cylinder,box,1.0,1.3,0.6,0.5,N.A.
392,train,False,Cube,box,1.0,0.7,0.8,1.3,N.A.
393,train,False,Cube,mug,0.4,1.5,0.8,1.1,N.A.
