trial_num,data_segment,violation,shape,obj_width,obj_height,contact_point
150,train,FALSE,Cone,0.5,1.3,0.2
151,train,FALSE,Cylinder,0.8,1,0.7
152,train,FALSE,Sphere,0.6,0.6,0.4
153,train,FALSE,Sphere,1,0.7,0.7
154,train,FALSE,Cone,1,1.4,0.3
155,train,FALSE,Cylinder,0.7,1.1,0.5
156,train,FALSE,Torus,1.8,1.4,0.7
157,train,FALSE,Torus,1.2,1,0.2
158,train,FALSE,Cylinder,0.6,1.2,0.7
159,train,FALSE,Sphere,1.8,0.9,0.6
160,train,FALSE,Sphere,1.2,1.2,0.8
161,train,FALSE,Cylinder,0.7,1.3,0.2
162,train,FALSE,Cylinder,0.8,0.8,0.3
163,train,FALSE,Sphere,0.5,0.7,0.2
164,train,FALSE,Side_Cylinder,0.7,1.3,0.2
165,train,FALSE,Torus,1,0.6,0.5
166,train,FALSE,Cone,1.7,1.4,0.8
167,train,FALSE,Torus,1,1.3,0.2
168,train,FALSE,Side_Cylinder,1.6,1,0.3
169,train,FALSE,Side_Cylinder,1.3,0.7,0.6
170,train,FALSE,Cone,1,1.2,0.8
171,train,FALSE,Torus,0.6,1.4,0.5
172,train,FALSE,Cone,1.8,1.2,0.5
173,train,FALSE,Torus,0.7,0.9,0.3
174,train,FALSE,Cone,1.3,1.4,0.6
175,train,FALSE,Side_Cylinder,1.2,1.2,0.3
176,train,FALSE,Side_Cylinder,0.5,0.9,0.3
177,train,FALSE,Side_Cylinder,1.3,0.6,0.4
178,train,FALSE,Cone,1.6,1.3,0.7
179,train,FALSE,Cone,1.3,0.7,0.6
180,train,FALSE,Torus,1,0.6,0.7
181,train,FALSE,Cube,1.8,0.6,0.5
182,train,FALSE,Cube,1.6,0.8,0.7
183,train,FALSE,Cylinder,1.2,0.9,0.5
184,train,FALSE,Torus,0.6,1.3,0.5
185,train,FALSE,Cone,1,0.8,0.7
186,train,FALSE,Side_Cylinder,0.8,0.8,0.2
187,train,FALSE,Cube,1.4,0.8,0.8
188,train,FALSE,Torus,0.7,0.6,0.4
189,train,FALSE,Cylinder,0.4,1.3,0.4
190,train,FALSE,Cone,1.8,1,0.3
191,train,FALSE,Cube,0.5,0.8,0.3
192,train,FALSE,Cylinder,1.2,0.8,0.4
193,train,FALSE,Torus,0.9,1.3,0.8
194,train,FALSE,Cone,0.6,0.7,0.2
195,train,FALSE,Cube,1.5,1.1,0.2
196,train,FALSE,Torus,1.2,1.4,0.5
197,train,FALSE,Sphere,0.9,1.3,0.6
198,train,FALSE,Side_Cylinder,1.2,1.3,0.8
199,train,FALSE,Sphere,1.7,1,0.4
200,train,FALSE,Cylinder,0.6,0.8,0.4
201,train,FALSE,Cone,1,1.2,0.5
202,train,FALSE,Cone,0.6,0.8,0.6
203,train,FALSE,Cylinder,1,0.8,0.6
204,train,FALSE,Side_Cylinder,0.5,1.2,0.5
205,train,FALSE,Torus,0.6,0.9,0.5
206,train,FALSE,Sphere,1.2,1.3,0.4
207,train,FALSE,Cylinder,0.4,0.6,0.4
208,train,FALSE,Torus,0.9,1.4,0.5
209,train,FALSE,Torus,1.6,1,0.7
210,train,FALSE,Sphere,0.9,0.6,0.2
211,train,FALSE,Torus,1,0.6,0.8
212,train,FALSE,Sphere,1,0.8,0.3
213,train,FALSE,Torus,1.3,1.2,0.8
214,train,FALSE,Cylinder,1,1,0.5
215,train,FALSE,Cube,0.7,1,0.3
216,train,FALSE,Sphere,1.6,1.4,0.4
217,train,FALSE,Cube,1.7,1,0.3
218,train,FALSE,Side_Cylinder,0.7,1.4,0.2
219,train,FALSE,Sphere,0.7,0.6,0.7
220,train,FALSE,Cone,1.3,0.9,0.8
221,train,FALSE,Cylinder,0.5,0.8,0.6
222,train,FALSE,Cube,1.8,0.9,0.4
223,train,FALSE,Cylinder,1.6,1,0.4
224,train,FALSE,Cone,0.7,0.8,0.8
225,train,FALSE,Cone,0.5,1.4,0.4
226,train,FALSE,Side_Cylinder,0.5,0.7,0.8
227,train,FALSE,Side_Cylinder,0.7,1,0.7
228,train,FALSE,Cube,1,1.1,0.8
229,train,FALSE,Cube,1.8,1.2,0.2
230,train,FALSE,Torus,0.4,1.2,0.7
231,train,FALSE,Cylinder,1.3,1,0.8
232,train,FALSE,Cone,0.8,1.1,0.7
233,train,FALSE,Cone,0.6,1.4,0.3
234,train,FALSE,Sphere,1.7,1.3,0.2
235,train,FALSE,Cube,0.9,0.9,0.5
236,train,FALSE,Cube,1.4,1,0.7
237,train,FALSE,Cube,0.9,1.4,0.8
238,train,FALSE,Cone,0.5,1,0.8
239,train,FALSE,Cube,1.2,1.4,0.8
240,train,FALSE,Cylinder,1,1.4,0.4
241,train,FALSE,Cylinder,1,0.8,0.2
242,train,FALSE,Side_Cylinder,0.6,1.1,0.4
243,train,FALSE,Cube,1,1.2,0.7
244,train,FALSE,Cone,0.5,1,0.4
245,train,FALSE,Cylinder,1.6,0.9,0.7
246,train,FALSE,Cylinder,0.5,0.7,0.2
247,train,FALSE,Cube,1.6,0.8,0.5
248,train,FALSE,Side_Cylinder,1.8,0.7,0.5
249,train,FALSE,Cylinder,1.4,0.8,0.2
250,train,FALSE,Side_Cylinder,1.3,0.8,0.2
251,train,FALSE,Side_Cylinder,0.5,1.4,0.7
252,train,FALSE,Cone,1,1,0.6
253,train,FALSE,Cone,1.2,1.2,0.6
254,train,FALSE,Torus,1,0.6,0.2
255,train,FALSE,Torus,1.3,1.2,0.6
256,train,FALSE,Side_Cylinder,0.7,0.7,0.2
257,train,FALSE,Side_Cylinder,1,1.1,0.3
258,train,FALSE,Cone,1,1,0.8
259,train,FALSE,Cylinder,0.5,1.2,0.4
260,train,FALSE,Side_Cylinder,0.6,0.7,0.5
261,train,FALSE,Torus,1.3,0.7,0.2
262,train,FALSE,Side_Cylinder,1.3,1.4,0.3
263,train,FALSE,Side_Cylinder,0.4,0.6,0.3
264,train,FALSE,Cylinder,0.5,1,0.8
265,train,FALSE,Sphere,0.5,1.4,0.5
266,train,FALSE,Side_Cylinder,1.6,0.7,0.7
267,train,FALSE,Cube,0.7,1,0.5
268,train,FALSE,Cylinder,1,0.6,0.4
269,train,FALSE,Torus,1.7,1.2,0.7
270,train,FALSE,Torus,1.2,0.6,0.5
271,train,FALSE,Side_Cylinder,1,0.6,0.6
272,train,FALSE,Cone,0.8,0.9,0.6
273,train,FALSE,Cube,0.4,0.9,0.4
274,train,FALSE,Side_Cylinder,0.4,1.4,0.4
275,train,FALSE,Cylinder,1.6,1.2,0.7
276,train,FALSE,Sphere,1.2,0.6,0.3
277,train,FALSE,Cylinder,0.6,1.4,0.6
278,train,FALSE,Torus,1.6,1.3,0.2
279,train,FALSE,Torus,1.5,1.1,0.6
280,train,FALSE,Cylinder,0.7,1.1,0.6
281,train,FALSE,Cube,1.7,1.4,0.4
282,train,FALSE,Torus,0.9,0.8,0.6
283,train,FALSE,Cube,0.4,1.3,0.3
284,train,FALSE,Cube,0.7,1.1,0.3
285,train,FALSE,Side_Cylinder,1,0.9,0.2
286,train,FALSE,Cylinder,0.8,0.9,0.4
287,train,FALSE,Side_Cylinder,0.6,0.7,0.8
288,train,FALSE,Cone,0.7,0.9,0.7
289,train,FALSE,Cube,0.9,0.6,0.7
290,train,FALSE,Torus,0.6,0.9,0.3
291,train,FALSE,Side_Cylinder,1.3,1.1,0.3
292,train,FALSE,Side_Cylinder,1.4,1.4,0.8
293,train,FALSE,Cube,1,0.7,0.7
294,train,FALSE,Cube,0.4,1.2,0.7
295,train,FALSE,Torus,1,0.7,0.4
296,train,FALSE,Torus,0.9,1,0.7
297,train,FALSE,Cone,1.8,1.4,0.3
298,train,FALSE,Cylinder,1,1.2,0.2
299,train,FALSE,Cone,1.7,1.2,0.8
300,train,FALSE,Cylinder,1.4,1,0.4
301,train,FALSE,Torus,1.6,0.9,0.8
302,train,FALSE,Cylinder,0.9,1.2,0.5
303,train,FALSE,Sphere,1.8,1.4,0.2
304,train,FALSE,Cube,1.3,1,0.2
305,train,FALSE,Torus,1.2,0.6,0.3
306,train,FALSE,Sphere,1.4,1.4,0.3
307,train,FALSE,Torus,1,0.9,0.8
308,train,FALSE,Side_Cylinder,1,0.7,0.4
309,train,FALSE,Cylinder,0.6,0.8,0.8
310,train,FALSE,Sphere,1.3,1,0.2
311,train,FALSE,Cone,1.8,0.9,0.4
312,train,FALSE,Sphere,0.5,1,0.8
313,train,FALSE,Cylinder,1,1.2,0.3
314,train,FALSE,Cylinder,1.7,0.6,0.8
315,train,FALSE,Cube,1,1.4,0.6
316,train,FALSE,Cone,1.4,0.7,0.3
317,train,FALSE,Sphere,1.2,1.2,0.5
318,train,FALSE,Side_Cylinder,0.8,0.7,0.8
319,train,FALSE,Side_Cylinder,1.8,1,0.4
320,train,FALSE,Side_Cylinder,1.4,1,0.5
321,train,FALSE,Sphere,1,0.6,0.4
322,train,FALSE,Cylinder,1,1.3,0.5
323,train,FALSE,Cube,1,1.3,0.7
324,train,FALSE,Cylinder,1,1.3,0.3
325,train,FALSE,Cone,1.6,0.9,0.5
326,train,FALSE,Torus,1.4,0.9,0.2
327,train,FALSE,Cone,1.4,0.7,0.7
328,train,FALSE,Cylinder,1.6,1.4,0.3
329,train,FALSE,Sphere,1.5,0.8,0.5
330,train,FALSE,Cylinder,1.5,0.8,0.2
331,train,FALSE,Sphere,0.4,1.4,0.3
332,train,FALSE,Sphere,0.7,0.7,0.6
333,train,FALSE,Cube,1.8,1.4,0.4
334,train,FALSE,Cube,1.6,0.8,0.3
335,train,FALSE,Side_Cylinder,0.5,0.9,0.2
336,train,FALSE,Side_Cylinder,0.4,1,0.8
337,train,FALSE,Cylinder,1.6,1.4,0.5
338,train,FALSE,Torus,0.9,1.4,0.8
339,train,FALSE,Cylinder,1.6,0.9,0.3
340,train,FALSE,Torus,1.5,1.4,0.7
341,train,FALSE,Torus,1.2,1.2,0.6
342,train,FALSE,Sphere,1.4,0.6,0.7
343,train,FALSE,Cylinder,0.5,1.3,0.2
344,train,FALSE,Side_Cylinder,0.5,0.6,0.6
345,train,FALSE,Torus,0.6,1.1,0.8
346,train,FALSE,Side_Cylinder,1.3,1,0.5
347,train,FALSE,Cylinder,1.2,0.9,0.8
348,train,FALSE,Sphere,1.7,0.8,0.7
349,train,FALSE,Sphere,1.8,0.6,0.5
350,train,FALSE,Side_Cylinder,0.7,1.3,0.6
351,train,FALSE,Cone,1,1.1,0.5
352,train,FALSE,Sphere,1.2,0.9,0.7
353,train,FALSE,Torus,0.6,1.4,0.8
354,train,FALSE,Cube,0.6,0.6,0.6
355,train,FALSE,Sphere,1.8,0.6,0.3
356,train,FALSE,Torus,0.8,1.3,0.8
357,train,FALSE,Cube,0.5,0.9,0.5
358,train,FALSE,Sphere,1,0.6,0.8
359,train,FALSE,Cone,0.6,0.7,0.4
360,train,FALSE,Sphere,0.5,1.1,0.4
361,train,FALSE,Torus,1.3,1.1,0.3
362,train,FALSE,Cone,0.8,1.3,0.4
363,train,FALSE,Sphere,1.7,1,0.2
364,train,FALSE,Cube,1.6,0.7,0.8
365,train,FALSE,Cylinder,0.9,1,0.6
366,train,FALSE,Cylinder,0.6,1.2,0.4
367,train,FALSE,Torus,1.7,1,0.2
368,train,FALSE,Side_Cylinder,0.9,0.9,0.4
369,train,FALSE,Sphere,1.5,0.7,0.3
370,train,FALSE,Side_Cylinder,0.9,0.6,0.8
371,train,FALSE,Sphere,1,0.6,0.6
372,train,FALSE,Side_Cylinder,1.4,1.2,0.2
373,train,FALSE,Cube,1.3,0.7,0.8
374,train,FALSE,Cylinder,1,0.6,0.3
375,train,FALSE,Side_Cylinder,1.6,1.2,0.2
376,train,FALSE,Cylinder,1,1.3,0.8
377,train,FALSE,Cylinder,0.6,0.6,0.3
378,train,FALSE,Sphere,1.7,1.2,0.7
379,train,FALSE,Cube,0.9,0.7,0.2
380,train,FALSE,Sphere,1.7,0.7,0.6
381,train,FALSE,Torus,0.8,0.9,0.6
382,train,FALSE,Cone,0.9,1.1,0.4
383,train,FALSE,Cone,0.9,0.8,0.7
384,train,FALSE,Side_Cylinder,0.5,1.1,0.8
385,train,FALSE,Cube,0.9,1.1,0.2
386,train,FALSE,Side_Cylinder,1,1.1,0.8
387,train,FALSE,Cylinder,0.9,1.1,0.6
388,train,FALSE,Cylinder,0.7,0.8,0.6
389,train,FALSE,Sphere,1.5,1.3,0.7
390,train,FALSE,Side_Cylinder,1.5,1.3,0.5
391,train,FALSE,Cone,1.2,1.3,0.7
392,train,FALSE,Sphere,1.3,1.2,0.6
393,train,FALSE,Side_Cylinder,1.6,1.4,0.5
394,train,FALSE,Cylinder,1.8,1.4,0.2
395,train,FALSE,Torus,1,0.8,0.7
396,train,FALSE,Side_Cylinder,1.7,0.8,0.7
397,train,FALSE,Cube,0.9,1.3,0.8
398,train,FALSE,Cylinder,1,0.8,0.4
399,train,FALSE,Torus,0.5,1,0.3
400,train,FALSE,Cylinder,0.6,0.6,0.6
401,train,FALSE,Sphere,0.5,0.6,0.3
402,train,FALSE,Torus,0.9,0.7,0.2
403,train,FALSE,Side_Cylinder,0.8,1.4,0.2
404,train,FALSE,Cylinder,0.4,0.8,0.4
405,train,FALSE,Torus,1.7,1.4,0.5
406,train,FALSE,Sphere,1.6,1,0.3
407,train,FALSE,Cube,1,0.6,0.2
408,train,FALSE,Torus,0.6,0.8,0.3
409,train,FALSE,Cylinder,1,1.4,0.7
410,train,FALSE,Cube,1.5,1.3,0.8
411,train,FALSE,Cone,1.6,1.2,0.2
412,train,FALSE,Side_Cylinder,1.4,0.6,0.2
413,train,FALSE,Side_Cylinder,1.5,1.3,0.8
414,train,FALSE,Cube,1.7,1.3,0.7
415,train,FALSE,Cylinder,1.2,0.7,0.2
416,train,FALSE,Side_Cylinder,0.8,1.2,0.7
417,train,FALSE,Torus,1,0.7,0.5
418,train,FALSE,Cylinder,0.8,0.8,0.5
419,train,FALSE,Sphere,1.8,1,0.4
420,train,FALSE,Side_Cylinder,0.8,1.1,0.3
421,train,FALSE,Torus,0.4,1.3,0.4
422,train,FALSE,Torus,1.8,1.2,0.7
423,train,FALSE,Sphere,1.3,1.1,0.7
424,train,FALSE,Cylinder,0.7,1.4,0.7
425,train,FALSE,Cube,0.8,0.8,0.3
426,train,FALSE,Torus,1.5,0.7,0.5
427,train,FALSE,Side_Cylinder,1.8,0.8,0.6
428,train,FALSE,Cone,1.4,1.1,0.2
429,train,FALSE,Side_Cylinder,0.9,0.6,0.7
430,train,FALSE,Cone,0.5,0.9,0.8
431,train,FALSE,Cone,0.7,0.7,0.6
432,train,FALSE,Sphere,0.5,0.6,0.2
433,train,FALSE,Cone,1.7,0.7,0.5
434,train,FALSE,Cylinder,0.8,1.4,0.4
435,train,FALSE,Cube,1.6,1.1,0.8
436,train,FALSE,Torus,0.6,1.4,0.6
437,train,FALSE,Sphere,0.4,0.6,0.4
438,train,FALSE,Sphere,1.2,0.8,0.3
439,train,FALSE,Sphere,0.4,1.1,0.5
440,train,FALSE,Torus,1.3,0.6,0.4
441,train,FALSE,Torus,0.4,0.7,0.4
442,train,FALSE,Cone,1.3,0.6,0.6
443,train,FALSE,Cube,0.4,0.8,0.3
444,train,FALSE,Side_Cylinder,1.3,0.8,0.8
445,train,FALSE,Cube,0.7,0.9,0.7
446,train,FALSE,Sphere,1.3,0.7,0.5
447,train,FALSE,Cube,1,0.6,0.8
448,train,FALSE,Cone,0.5,0.9,0.5
449,train,FALSE,Sphere,0.9,0.7,0.8
450,train,FALSE,Side_Cylinder,0.5,1.2,0.8
451,train,FALSE,Torus,0.7,0.6,0.7
452,train,FALSE,Cone,1.4,0.6,0.3
453,train,FALSE,Cylinder,1.6,0.6,0.6
454,train,FALSE,Sphere,1,1,0.2
455,train,FALSE,Cylinder,1.8,1.3,0.2
456,train,FALSE,Cube,0.9,0.6,0.8
457,train,FALSE,Cylinder,1.8,0.9,0.2
458,train,FALSE,Torus,1.7,0.6,0.2
459,train,FALSE,Torus,1.2,1.1,0.6
460,train,FALSE,Sphere,1.6,1.2,0.6
461,train,FALSE,Cylinder,0.5,0.8,0.8
462,train,FALSE,Cone,0.8,1.3,0.2
463,train,FALSE,Cube,0.6,1,0.6
464,train,FALSE,Torus,1.2,0.7,0.8
465,train,FALSE,Cone,1,1.4,0.5
466,train,FALSE,Sphere,1,1.3,0.8
467,train,FALSE,Cylinder,1.8,0.6,0.8
468,train,FALSE,Sphere,1.5,1.2,0.5
469,train,FALSE,Cube,1.4,0.8,0.5
470,train,FALSE,Cylinder,1,0.7,0.7
471,train,FALSE,Cylinder,1,1.2,0.8
472,train,FALSE,Cylinder,1,0.6,0.8
473,train,FALSE,Cone,1.7,0.8,0.8
474,train,FALSE,Sphere,0.8,0.6,0.7
475,train,FALSE,Torus,1.5,1,0.3
476,train,FALSE,Cube,1,0.6,0.5
477,train,FALSE,Sphere,1,0.7,0.6
478,train,FALSE,Torus,0.6,1.2,0.4
479,train,FALSE,Cone,1.6,1,0.5
480,train,FALSE,Cube,1,1.2,0.5
481,train,FALSE,Torus,0.7,0.8,0.7
482,train,FALSE,Cone,1.2,0.9,0.7
483,train,FALSE,Sphere,1.3,0.9,0.7
484,train,FALSE,Cylinder,1,1.2,0.7
485,train,FALSE,Torus,1.6,0.6,0.7
486,train,FALSE,Cube,0.9,0.9,0.6
487,train,FALSE,Cylinder,0.4,1.4,0.7
488,train,FALSE,Torus,1.3,0.9,0.5
489,train,FALSE,Torus,1.7,0.9,0.2
490,train,FALSE,Cylinder,1.8,1.2,0.2
491,train,FALSE,Torus,1,0.6,0.6
492,train,FALSE,Sphere,0.4,0.7,0.8
493,train,FALSE,Side_Cylinder,1,1.2,0.2
494,train,FALSE,Sphere,1.5,0.9,0.3
495,train,FALSE,Sphere,0.4,0.7,0.2
496,train,FALSE,Sphere,1,0.6,0.7
497,train,FALSE,Torus,1.8,1.1,0.2
498,train,FALSE,Side_Cylinder,0.6,0.6,0.4
499,train,FALSE,Cylinder,1.8,0.7,0.4
500,train,FALSE,Torus,1,0.9,0.4
501,train,FALSE,Cylinder,0.9,1.3,0.4
502,train,FALSE,Torus,1.8,1.4,0.5
503,train,FALSE,Sphere,1.8,1,0.2
504,train,FALSE,Cube,1.3,1.4,0.3
505,train,FALSE,Cube,0.6,0.6,0.8
506,train,FALSE,Side_Cylinder,1,1.1,0.4
507,train,FALSE,Sphere,1.8,1.2,0.2
508,train,FALSE,Cube,0.9,1.2,0.5
509,train,FALSE,Sphere,1.3,1.2,0.7
510,train,FALSE,Sphere,1.6,0.9,0.3
511,train,FALSE,Cube,1.6,1.4,0.3
512,train,FALSE,Cylinder,0.5,1,0.7
513,train,FALSE,Cube,0.7,1.4,0.5
514,train,FALSE,Torus,0.5,0.6,0.6
515,train,FALSE,Side_Cylinder,1,0.8,0.2
516,train,FALSE,Torus,1.3,0.7,0.7
517,train,FALSE,Cone,0.9,0.9,0.5
518,train,FALSE,Torus,1.8,1.1,0.4
519,train,FALSE,Sphere,1.7,0.8,0.8
520,train,FALSE,Side_Cylinder,1,1.4,0.2
521,train,FALSE,Sphere,1.6,0.6,0.2
522,train,FALSE,Side_Cylinder,0.6,1.2,0.2
523,train,FALSE,Side_Cylinder,1.6,1.3,0.7
524,train,FALSE,Torus,1.8,0.7,0.6
525,train,FALSE,Torus,0.9,1.4,0.4
526,train,FALSE,Sphere,0.9,0.8,0.5
527,train,FALSE,Side_Cylinder,1.2,1.4,0.3
528,train,FALSE,Cylinder,0.6,1.1,0.4
529,train,FALSE,Sphere,1.4,0.8,0.8
530,train,FALSE,Cylinder,0.7,0.9,0.3
531,train,FALSE,Sphere,1,1.3,0.7
532,train,FALSE,Cube,1,1.3,0.4
533,train,FALSE,Cylinder,0.7,0.8,0.2
534,train,FALSE,Side_Cylinder,1.6,1.3,0.5
535,train,FALSE,Cylinder,1.4,0.6,0.5
536,train,FALSE,Cylinder,1.3,1.3,0.2
537,train,FALSE,Side_Cylinder,0.6,1.3,0.6
538,train,FALSE,Cylinder,1.3,0.7,0.7
539,train,FALSE,Cone,1.8,0.8,0.3
540,train,FALSE,Cylinder,0.9,1.3,0.6
