trial_num,data_segment,violation,left_shape,right_shape,left_height,right_height,left_speed,right_speed,rand_violation_choice
141,train,False,Cone,Cube,1.0,0.5,0.5,0.5,N.A.
142,train,False,Side_Cylinder,Side_Cylinder,0.5,1.0,1.0,1.0,N.A.
143,train,False,Sphere,Cylinder,1.5,1.5,2.5,2.0,N.A.
144,train,False,Cube,Side_Cylinder,1.5,1.5,0.5,2.5,N.A.
145,train,False,Cylinder,Sphere,0.5,0.5,1.0,0.5,N.A.
146,train,False,Cylinder,Inverted_Cone,1.25,1.25,2.5,1.0,N.A.
147,train,False,Side_Cylinder,Cylinder,0.75,0.75,2.5,2.0,N.A.
148,train,False,Inverted_Cone,Cylinder,1.0,1.0,2.0,2.5,N.A.
149,train,False,Cone,Inverted_Cone,1.5,0.75,1.0,1.0,N.A.
150,train,False,Inverted_Cone,Sphere,0.5,0.75,1.5,1.5,N.A.
151,train,False,Cylinder,Cone,1.25,0.75,0.5,0.5,N.A.
152,train,False,Cylinder,Side_Cylinder,1.0,1.0,1.0,2.5,N.A.
153,train,False,Cone,Sphere,1.0,0.75,0.5,0.5,N.A.
154,train,False,Side_Cylinder,Inverted_Cone,0.5,1.25,1.0,1.0,N.A.
155,train,False,Side_Cylinder,Cube,1.0,0.5,2.0,2.0,N.A.
156,train,False,Cone,Cone,0.75,1.0,1.5,1.5,N.A.
157,train,False,Cone,Sphere,1.5,1.5,2.5,2.5,N.A.
158,train,False,Inverted_Cone,Sphere,0.5,0.5,2.0,1.5,N.A.
159,train,False,Sphere,Cylinder,1.5,1.5,0.5,2.5,N.A.
160,train,False,Cube,Side_Cylinder,1.5,1.5,0.5,1.0,N.A.
161,train,False,Sphere,Sphere,1.0,1.0,1.5,2.5,N.A.
162,train,False,Side_Cylinder,Cube,1.25,1.0,2.0,2.0,N.A.
163,train,False,Side_Cylinder,Cube,0.75,0.75,1.0,2.5,N.A.
164,train,False,Cylinder,Inverted_Cone,1.5,1.5,2.0,2.0,N.A.
165,train,False,Cube,Sphere,0.5,0.75,1.0,1.0,N.A.
166,train,False,Cube,Cylinder,1.0,1.25,1.5,1.5,N.A.
167,train,False,Sphere,Cone,0.5,0.5,2.5,1.5,N.A.
168,train,False,Side_Cylinder,Side_Cylinder,1.25,1.25,2.0,1.5,N.A.
169,train,False,Cone,Cylinder,0.5,1.0,1.0,1.0,N.A.
170,train,False,Cylinder,Inverted_Cone,0.75,0.75,1.5,2.0,N.A.
171,train,False,Side_Cylinder,Side_Cylinder,1.25,1.0,2.5,2.5,N.A.
172,train,False,Side_Cylinder,Side_Cylinder,0.5,0.5,1.0,2.5,N.A.
173,train,False,Sphere,Side_Cylinder,1.0,1.0,0.5,1.0,N.A.
174,train,False,Cube,Side_Cylinder,0.75,1.25,2.0,2.0,N.A.
175,train,False,Cube,Cone,1.0,0.5,0.5,0.5,N.A.
176,train,False,Cube,Cone,1.0,1.25,2.5,2.5,N.A.
177,train,False,Sphere,Sphere,1.0,1.5,2.5,2.5,N.A.
178,train,False,Cone,Cylinder,0.5,0.5,2.5,2.5,N.A.
179,train,False,Cylinder,Cube,1.5,1.5,2.5,1.0,N.A.
180,train,False,Cube,Cube,0.5,0.5,2.0,2.5,N.A.
181,train,False,Inverted_Cone,Cube,0.5,0.75,2.0,2.0,N.A.
182,train,False,Cube,Cube,1.5,1.5,0.5,1.5,N.A.
183,train,False,Inverted_Cone,Side_Cylinder,1.5,1.25,2.0,2.0,N.A.
184,train,False,Cone,Cylinder,1.25,1.5,1.0,1.0,N.A.
185,train,False,Side_Cylinder,Cone,1.25,1.0,0.5,0.5,N.A.
186,train,False,Side_Cylinder,Cylinder,1.0,1.0,2.0,2.5,N.A.
187,train,False,Cone,Side_Cylinder,0.75,0.75,1.0,2.5,N.A.
188,train,False,Inverted_Cone,Cylinder,0.75,0.75,1.5,1.0,N.A.
189,train,False,Cube,Inverted_Cone,1.25,1.25,2.0,1.0,N.A.
190,train,False,Side_Cylinder,Inverted_Cone,1.5,0.75,1.0,1.0,N.A.
191,train,False,Cone,Cylinder,1.5,1.5,0.5,0.5,N.A.
192,train,False,Inverted_Cone,Sphere,1.25,0.5,1.5,1.5,N.A.
193,train,False,Cylinder,Side_Cylinder,0.75,1.25,1.5,1.5,N.A.
194,train,False,Side_Cylinder,Cylinder,1.5,0.5,0.5,0.5,N.A.
195,train,False,Cone,Cylinder,0.5,0.5,2.5,1.0,N.A.
196,train,False,Side_Cylinder,Sphere,0.5,0.5,2.5,1.0,N.A.
197,train,False,Cube,Cone,1.25,1.0,2.0,2.0,N.A.
198,train,False,Sphere,Cone,1.5,1.5,1.5,0.5,N.A.
199,train,False,Inverted_Cone,Inverted_Cone,1.0,0.5,1.5,1.5,N.A.
200,train,False,Cube,Inverted_Cone,1.0,1.25,2.5,2.5,N.A.
201,train,False,Cube,Cylinder,0.5,0.5,2.0,1.5,N.A.
202,train,False,Cube,Cone,0.75,0.75,1.5,1.0,N.A.
203,train,False,Cone,Cube,1.0,1.0,1.0,2.0,N.A.
204,train,False,Inverted_Cone,Side_Cylinder,0.75,1.0,1.5,1.5,N.A.
205,train,False,Cylinder,Cube,0.75,1.5,0.5,0.5,N.A.
206,train,False,Side_Cylinder,Sphere,0.75,0.75,0.5,1.5,N.A.
207,train,False,Cone,Cone,0.5,1.25,1.0,1.0,N.A.
208,train,False,Cube,Side_Cylinder,1.25,0.75,1.5,1.5,N.A.
209,train,False,Cylinder,Inverted_Cone,1.0,1.0,1.5,1.5,N.A.
210,train,False,Inverted_Cone,Side_Cylinder,1.5,1.5,2.0,2.5,N.A.
211,train,False,Cylinder,Cone,0.75,0.5,1.0,1.0,N.A.
212,train,False,Cone,Cone,1.5,1.0,2.0,2.0,N.A.
213,train,False,Cone,Cylinder,1.5,1.0,2.5,2.5,N.A.
214,train,False,Cube,Sphere,0.5,0.5,2.5,2.5,N.A.
215,train,False,Cube,Cone,0.5,1.0,0.5,0.5,N.A.
216,train,False,Inverted_Cone,Cone,1.25,1.25,2.5,2.0,N.A.
217,train,False,Cube,Side_Cylinder,1.25,1.25,1.5,1.0,N.A.
218,train,False,Cylinder,Sphere,1.5,1.5,2.5,1.5,N.A.
219,train,False,Inverted_Cone,Side_Cylinder,0.5,0.5,2.5,1.0,N.A.
220,train,False,Cylinder,Cylinder,0.5,0.5,2.0,2.5,N.A.
221,train,False,Sphere,Inverted_Cone,0.75,0.75,2.5,1.5,N.A.
222,train,False,Sphere,Sphere,1.0,1.0,2.5,1.5,N.A.
223,train,False,Cone,Cylinder,1.25,1.25,2.0,1.0,N.A.
224,train,False,Cone,Inverted_Cone,0.75,1.25,1.0,1.0,N.A.
225,train,False,Sphere,Cylinder,0.5,1.0,2.0,2.0,N.A.
226,train,False,Side_Cylinder,Sphere,0.75,1.0,1.5,1.5,N.A.
227,train,False,Inverted_Cone,Cylinder,1.0,1.0,1.5,2.5,N.A.
228,train,False,Inverted_Cone,Cube,0.5,0.5,1.0,1.5,N.A.
229,train,False,Side_Cylinder,Cone,0.75,0.5,2.0,2.0,N.A.
230,train,False,Inverted_Cone,Sphere,1.5,1.5,1.0,2.0,N.A.
231,train,False,Cone,Side_Cylinder,0.5,0.5,1.5,1.0,N.A.
232,train,False,Cylinder,Sphere,1.5,1.5,2.0,0.5,N.A.
233,train,False,Inverted_Cone,Cube,1.0,0.75,1.5,1.5,N.A.
234,train,False,Sphere,Sphere,1.5,0.5,1.0,1.0,N.A.
235,train,False,Cone,Inverted_Cone,1.0,1.0,1.5,1.5,N.A.
236,train,False,Cylinder,Sphere,1.5,1.5,1.0,1.0,N.A.
237,train,False,Cone,Cube,0.75,0.75,2.0,1.5,N.A.
238,train,False,Side_Cylinder,Cylinder,0.75,0.75,1.0,2.5,N.A.
239,train,False,Side_Cylinder,Inverted_Cone,1.25,1.25,2.0,0.5,N.A.
240,train,False,Side_Cylinder,Cube,0.5,1.5,1.0,1.0,N.A.
241,train,False,Cylinder,Cylinder,1.0,1.0,1.0,2.5,N.A.
242,train,False,Cylinder,Inverted_Cone,0.75,1.0,2.5,2.5,N.A.
243,train,False,Cylinder,Cube,0.75,0.75,0.5,0.5,N.A.
244,train,False,Cube,Sphere,1.5,1.5,0.5,1.0,N.A.
245,train,False,Sphere,Inverted_Cone,1.5,0.5,0.5,0.5,N.A.
246,train,False,Sphere,Cube,1.5,0.75,2.0,2.0,N.A.
247,train,False,Cone,Side_Cylinder,0.75,1.5,2.5,2.5,N.A.
248,train,False,Inverted_Cone,Cube,1.0,1.25,1.5,1.5,N.A.
249,train,False,Side_Cylinder,Cylinder,0.75,0.75,0.5,0.5,N.A.
250,train,False,Cone,Sphere,1.5,1.5,2.5,1.0,N.A.
251,train,False,Cone,Side_Cylinder,1.0,0.5,1.0,1.0,N.A.
252,train,False,Cone,Cube,0.75,0.75,2.0,1.0,N.A.
253,train,False,Sphere,Cone,0.75,0.75,0.5,2.0,N.A.
254,train,False,Sphere,Cylinder,1.25,1.25,2.0,0.5,N.A.
255,train,False,Sphere,Inverted_Cone,0.75,0.75,2.0,1.0,N.A.
256,train,False,Cylinder,Side_Cylinder,1.25,1.0,2.5,2.5,N.A.
257,train,False,Sphere,Side_Cylinder,1.0,1.5,2.0,2.0,N.A.
258,train,False,Cube,Cube,0.5,1.0,2.5,2.5,N.A.
259,train,False,Sphere,Side_Cylinder,1.5,1.5,2.0,1.5,N.A.
260,train,False,Cone,Inverted_Cone,1.5,1.5,1.0,0.5,N.A.
261,train,False,Cylinder,Cone,1.5,1.5,2.0,1.5,N.A.
262,train,False,Cone,Cone,1.25,1.25,1.5,0.5,N.A.
263,train,False,Cylinder,Cube,1.25,1.25,0.5,1.0,N.A.
264,train,False,Side_Cylinder,Cube,0.5,0.5,0.5,1.5,N.A.
265,train,False,Cube,Inverted_Cone,0.75,0.75,2.5,0.5,N.A.
266,train,False,Side_Cylinder,Sphere,0.5,1.0,2.5,2.5,N.A.
267,train,False,Cone,Cube,0.75,1.5,1.5,1.5,N.A.
268,train,False,Cube,Cube,0.5,0.75,1.5,1.5,N.A.
269,train,False,Cube,Cube,1.5,1.5,0.5,0.5,N.A.
270,train,False,Side_Cylinder,Cube,0.5,0.5,2.0,2.5,N.A.
271,train,False,Cone,Inverted_Cone,0.5,0.5,0.5,0.5,N.A.
272,train,False,Inverted_Cone,Inverted_Cone,1.25,1.5,2.0,2.0,N.A.
273,train,False,Inverted_Cone,Cube,0.75,0.75,1.5,2.5,N.A.
274,train,False,Inverted_Cone,Sphere,1.25,1.5,1.5,1.5,N.A.
275,train,False,Cube,Cone,1.5,1.0,1.0,1.0,N.A.
276,train,False,Cylinder,Cone,1.5,0.5,1.0,1.0,N.A.
277,train,False,Cylinder,Sphere,0.75,0.75,0.5,2.0,N.A.
278,train,False,Inverted_Cone,Cone,0.5,1.5,0.5,0.5,N.A.
279,train,False,Sphere,Cylinder,1.0,1.5,2.5,2.5,N.A.
280,train,False,Side_Cylinder,Cone,1.0,1.0,2.5,0.5,N.A.
281,train,False,Cube,Cone,1.25,0.75,1.5,1.5,N.A.
282,train,False,Cube,Cylinder,1.25,1.25,0.5,1.0,N.A.
283,train,False,Side_Cylinder,Cone,0.75,0.75,1.5,1.5,N.A.
284,train,False,Cylinder,Cone,1.5,1.5,0.5,1.0,N.A.
285,train,False,Inverted_Cone,Inverted_Cone,0.5,0.75,1.0,1.0,N.A.
286,train,False,Cylinder,Cylinder,1.0,1.5,2.5,2.5,N.A.
287,train,False,Inverted_Cone,Cube,0.5,0.5,1.5,2.0,N.A.
288,train,False,Sphere,Cube,0.75,0.75,1.0,2.5,N.A.
289,train,False,Cylinder,Cylinder,1.0,1.0,2.5,1.0,N.A.
290,train,False,Cube,Inverted_Cone,1.5,1.0,1.5,1.5,N.A.
291,train,False,Cylinder,Sphere,1.5,0.75,1.0,1.0,N.A.
292,train,False,Cube,Sphere,0.75,1.25,1.0,1.0,N.A.
293,train,False,Cube,Sphere,0.5,0.5,1.5,2.0,N.A.
294,train,False,Side_Cylinder,Side_Cylinder,0.75,1.0,1.0,1.0,N.A.
295,train,False,Side_Cylinder,Cylinder,1.5,1.5,1.0,2.0,N.A.
296,train,False,Cone,Side_Cylinder,0.5,0.5,2.0,0.5,N.A.
297,train,False,Side_Cylinder,Sphere,1.5,0.5,2.5,2.5,N.A.
298,train,False,Cube,Cylinder,1.5,1.5,2.0,1.0,N.A.
299,train,False,Cylinder,Sphere,0.75,0.75,1.5,2.0,N.A.
300,train,False,Cube,Cylinder,1.5,0.5,2.0,2.0,N.A.
301,train,False,Cube,Cylinder,0.5,1.5,0.5,0.5,N.A.
302,train,False,Cube,Inverted_Cone,1.0,1.0,1.5,2.0,N.A.
303,train,False,Cone,Cone,1.25,1.25,0.5,0.5,N.A.
304,train,False,Cube,Cylinder,1.5,1.5,1.5,1.0,N.A.
305,train,False,Side_Cylinder,Inverted_Cone,1.25,1.5,1.0,1.0,N.A.
306,train,False,Cube,Cylinder,0.75,1.25,2.0,2.0,N.A.
307,train,False,Cube,Cube,0.75,1.0,1.5,1.5,N.A.
308,train,False,Side_Cylinder,Sphere,1.25,1.25,0.5,1.0,N.A.
309,train,False,Cylinder,Cube,1.25,0.5,1.0,1.0,N.A.
310,train,False,Cylinder,Inverted_Cone,1.25,1.5,2.5,2.5,N.A.
311,train,False,Inverted_Cone,Inverted_Cone,0.75,0.75,0.5,1.0,N.A.
312,train,False,Cone,Inverted_Cone,0.75,1.0,0.5,0.5,N.A.
313,train,False,Sphere,Cylinder,0.5,0.5,2.0,0.5,N.A.
314,train,False,Cylinder,Side_Cylinder,0.5,0.5,1.0,2.5,N.A.
315,train,False,Inverted_Cone,Side_Cylinder,1.5,1.5,2.0,0.5,N.A.
316,train,False,Inverted_Cone,Side_Cylinder,0.5,0.5,2.0,1.0,N.A.
317,train,False,Cube,Cone,1.0,0.5,2.5,2.5,N.A.
318,train,False,Inverted_Cone,Inverted_Cone,0.5,0.5,1.5,1.5,N.A.
319,train,False,Inverted_Cone,Cone,0.75,0.75,2.5,1.5,N.A.
320,train,False,Side_Cylinder,Sphere,1.25,1.25,2.5,0.5,N.A.
321,train,False,Cone,Side_Cylinder,1.5,0.5,1.0,1.0,N.A.
322,train,False,Cone,Cone,0.75,1.5,1.5,1.5,N.A.
323,train,False,Cube,Cylinder,1.25,1.25,0.5,2.5,N.A.
324,train,False,Sphere,Cube,1.0,1.25,2.5,2.5,N.A.
325,train,False,Cylinder,Cylinder,0.5,0.5,1.0,0.5,N.A.
326,train,False,Side_Cylinder,Cone,0.75,0.75,1.5,0.5,N.A.
327,train,False,Cone,Side_Cylinder,0.75,0.75,0.5,0.5,N.A.
328,train,False,Cylinder,Cylinder,1.25,1.5,2.5,2.5,N.A.
329,train,False,Inverted_Cone,Cube,0.75,0.75,2.0,1.5,N.A.
330,train,False,Inverted_Cone,Inverted_Cone,0.75,0.5,2.5,2.5,N.A.
331,train,False,Side_Cylinder,Side_Cylinder,1.5,1.5,2.5,2.0,N.A.
332,train,False,Sphere,Side_Cylinder,1.0,0.75,2.5,2.5,N.A.
333,train,False,Cylinder,Inverted_Cone,0.5,1.5,2.0,2.0,N.A.
334,train,False,Sphere,Side_Cylinder,1.5,1.5,2.0,0.5,N.A.
335,train,False,Inverted_Cone,Side_Cylinder,0.75,0.5,0.5,0.5,N.A.
336,train,False,Side_Cylinder,Cone,0.5,0.75,2.0,2.0,N.A.
337,train,False,Cube,Cube,0.75,0.75,2.0,1.5,N.A.
338,train,False,Sphere,Inverted_Cone,1.5,1.5,2.5,1.0,N.A.
339,train,False,Cylinder,Sphere,1.0,1.0,2.0,0.5,N.A.
340,train,False,Sphere,Side_Cylinder,1.0,1.0,1.5,1.0,N.A.
341,train,False,Cylinder,Cylinder,1.25,1.25,1.0,1.5,N.A.
342,train,False,Cube,Cube,1.5,1.5,1.0,2.0,N.A.
343,train,False,Cylinder,Sphere,0.5,1.5,2.5,2.5,N.A.
344,train,False,Sphere,Cylinder,1.0,0.5,1.0,1.0,N.A.
345,train,False,Inverted_Cone,Sphere,0.5,0.5,0.5,2.0,N.A.
346,train,False,Cone,Sphere,0.75,0.75,0.5,2.0,N.A.
347,train,False,Cube,Side_Cylinder,1.0,1.25,2.0,2.0,N.A.
348,train,False,Inverted_Cone,Cube,0.75,0.75,1.0,1.0,N.A.
349,train,False,Inverted_Cone,Cylinder,1.5,0.5,2.5,2.5,N.A.
350,train,False,Cylinder,Cone,1.25,1.25,2.0,1.5,N.A.
351,train,False,Sphere,Cube,1.5,1.5,2.5,2.0,N.A.
352,train,False,Side_Cylinder,Sphere,1.25,1.0,2.0,2.0,N.A.
353,train,False,Cone,Sphere,1.0,1.0,0.5,0.5,N.A.
