trial_num,data_segment,violation,shape,obj_width,obj_height,occluder_height
537,train,False,Inverted_Cone,1.0,1.1,0.9
538,train,False,Inverted_Cone,1.6,1.4,0.3
539,train,False,Cube,0.5,0.4,0.5
540,train,False,Sphere,0.4,1.2,0.8
541,train,False,Sphere,1.2,0.6,0.3
542,train,False,Sphere,0.9,1.2,0.5
543,train,False,Inverted_Cone,1.1,1.0,0.8
544,train,False,Inverted_Cone,1.1,0.6,0.5
545,train,False,Torus,0.8,0.7,0.7
546,train,False,Cone,1.3,1.4,0.1
547,train,False,Torus,1.4,0.9,0.2
548,train,False,Cylinder,0.4,0.6,0.1
549,train,False,Inverted_Cone,0.4,1.1,0.2
550,train,False,Inverted_Cone,1.4,1.0,0.7
551,train,False,Torus,1.0,0.4,0.7
552,train,False,Torus,0.7,0.8,0.2
553,train,False,Sphere,1.1,0.4,0.3
554,train,False,Cone,0.9,1.6,0.2
555,train,False,Cylinder,1.4,1.0,0.2
556,train,False,Cylinder,0.7,0.5,0.9
557,train,False,Sphere,1.0,0.4,0.8
558,train,False,Inverted_Cone,0.7,1.0,0.9
559,train,False,Side_Cylinder,0.6,1.3,0.7
560,train,False,Cone,0.9,1.1,0.8
561,train,False,Torus,1.1,1.6,0.4
562,train,False,Torus,1.3,0.9,0.7
563,train,False,Side_Cylinder,0.7,0.7,0.5
564,train,False,Sphere,0.6,0.7,0.5
565,train,False,Cylinder,1.1,1.2,0.9
566,train,False,Side_Cylinder,1.2,0.7,0.3
567,train,False,Cylinder,1.4,1.6,0.4
568,train,False,Sphere,1.3,1.0,0.3
569,train,False,Side_Cylinder,1.4,1.4,0.5
570,train,False,Cone,0.9,1.4,0.6
571,train,False,Cube,1.6,0.8,0.8
572,train,False,Cube,0.6,0.8,0.6
573,train,False,Side_Cylinder,0.6,0.6,0.1
574,train,False,Cone,0.9,0.7,0.3
575,train,False,Cone,1.1,1.4,0.8
576,train,False,Torus,0.4,1.6,0.9
577,train,False,Torus,0.8,1.3,0.3
578,train,False,Torus,0.9,0.6,0.6
579,train,False,Cube,1.3,1.6,0.4
580,train,False,Cone,1.0,1.0,0.1
581,train,False,Sphere,0.9,1.1,0.8
582,train,False,Cube,1.3,0.9,0.9
583,train,False,Side_Cylinder,1.4,0.5,0.8
584,train,False,Cone,0.7,0.4,0.7
585,train,False,Cone,1.4,1.2,0.9
